"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ZNF71|58491",-1.41697252577826,2.23084394472068,-3.77770758168911,0.000190190808666638,0.0320224701527626,0.56582021484544
"EID3|493861",1.27619760420726,-0.625998672462567,3.77703321464774,0.00019068316840869,0.0320224701527626,0.420871590968733
"DHX15|1665",-0.447863765483152,6.91785291510196,-3.73661527578687,0.00022249197117624,0.0369668043173459,0.155530234229846
"CACNG4|27092",3.16490930302961,0.456489297929759,3.72633357122734,0.000231348158926837,0.0380336373275721,0.368589937658661
"RHBDD2|57414",0.714885491118475,6.4660120455936,3.71892633280459,0.000237933314738345,0.0387087761414945,0.0931827307517761
"DR1|1810",-0.464487935412871,6.1826498679702,-3.71131878175755,0.00024488026024695,0.0389351480449174,0.0701979920171674
"SLC47A2|146802",2.4139352695917,1.02191534623994,3.70941570820216,0.000246647738189198,0.0389351480449174,0.337505862937901
"NELL1|4745",3.16569013000597,-3.19265105110598,3.70924843560159,0.00024680366605499,0.0389351480449174,-0.297808148718684
"GPAM|57678",-0.701873016148495,3.58184162874692,-3.69893588074796,0.00025659827234147,0.0400755181742908,0.21166162979983
"RASSF10|644943",-1.77686708950451,2.62526055236872,-3.68223753282684,0.000273238418299864,0.0422518575941314,0.228633789360713
"SLC22A18|5002",1.13702858346609,3.5105012131684,3.67438102809806,0.00028141439197716,0.0430895095480323,0.134844694959647
"NOC3L|64318",-0.580991468311806,4.33517023713199,-3.66411175415538,0.000292448905520564,0.0439853884878042,0.0186352989561751
"C10orf140|387640",-1.41511091309706,-0.603280664489349,-3.66174420105372,0.000295050025931019,0.0439853884878042,0.0715015094490967
"FANCM|57697",-0.81787417562697,3.00075734178827,-3.66005968828842,0.000296913963539789,0.0439853884878042,0.130320573467612
"KIF20B|9585",-0.777747960870336,4.5498632465737,-3.65860669627589,0.000298530617217777,0.0439853884878042,-0.0200882701637797
"TXN|7295",0.954785588616588,7.75021422094855,3.63942395805633,0.000320665689501841,0.0468052031648575,-0.168725506788064
"RBM15|64783",-0.554340970988502,3.50641627638822,-3.62003566553104,0.000344600138335369,0.0498330088937203,-0.0479446536102888
