"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SLC35A3|23443",1.03931651525006,3.62120840998065,3.76874337772001,0.000276577550312646,0.0223181149782898,0.138405934315653
"MPP3|4356",2.60373543173338,0.77591023446155,3.75368987976711,0.000291554259325629,0.0231943092494233,0.236991412110348
"MTMR8|55613",-2.84433938342542,-0.992015588779451,-3.75246239644374,0.000292808898375294,0.0231943092494233,0.144264392222386
"VGLL3|389136",-3.252200913132,5.20584134356018,-3.75204967919226,0.000293231897942228,0.0231943092494233,-0.109018359480264
"AMTN|401138",4.99702383414449,-3.76539239649791,3.75073085789836,0.000294587473214316,0.0231943092494233,-0.231764239395583
"TDP2|51567",0.969514175440806,5.5004610329189,3.75055532561669,0.000294768345924006,0.0231943092494233,-0.139706546258171
"ABLIM1|3983",1.59618637937894,6.50762187103374,3.74732725007472,0.000298113513914454,0.0233017508481169,-0.198527474214144
"FLYWCH1|84256",1.02033077782212,4.92103366030939,3.74640063257729,0.000299080388351526,0.0233017508481169,-0.0980371139981582
"LOC729082|729082",0.743333329457511,4.55089407285394,3.74421755188906,0.000301370109363356,0.023365047302406,-0.061133347361964
"DCP1B|196513",-1.40245287527696,3.71634551377599,-3.73444531664247,0.000311825453294681,0.0240577139966277,0.0161146835160704
"PGCP|10404",-1.84308871723264,4.0835640481561,-3.7252262419149,0.000322004167714364,0.02472241707073,-0.0615872765289112
"SOX7|83595",2.67056887463716,3.24021757247673,3.71999543925808,0.000327918986725972,0.0250549115654975,0.0268508901680553
"KCTD1|284252",1.85486824465138,4.55763410363522,3.71096446593214,0.000338374512937671,0.0257294773876067,-0.169497407104519
"FRMD4A|55691",-1.43239830345126,4.59958402734032,-3.70790919471172,0.000341982824733445,0.0258794275405941,-0.184610654033945
"ME3|10873",-2.24303197228968,3.11563628296589,-3.70614422248627,0.000344083893885516,0.0259144326937777,-0.00378540047229592
"ABCB6|10058",1.84631325356071,4.55282541088412,3.69860957487733,0.000353191939543133,0.0264743304067024,-0.208635376798412
"ZNF461|92283",-1.42327916196598,2.00109028240848,-3.67578436828161,0.000382200552527184,0.0283300716066003,-0.0181854549063951
"DLGAP4|22839",-0.731916149218064,6.80384103963405,-3.67495282839322,0.000383298888448806,0.0283300716066003,-0.438708706642454
"AKR1C2|1646",4.86715437265291,5.52465750168144,3.67493465859854,0.000383322921333616,0.0283300716066003,-0.386639235363997
"NRG1|3084",4.56020392972842,0.00594317949627658,3.67307643099004,0.000385788329519547,0.0283796661380519,-0.0230264710717698
"ABCC2|1244",3.63501073712636,-2.06077855089977,3.6694161833018,0.000390688624877777,0.028607089310495,-0.193916089478662
"LRRC4|64101",2.36461476307042,0.343369360721548,3.66655845971206,0.000394555482678987,0.0287570945347966,-0.0316263749815304
"TTLL12|23170",1.02111217348941,6.46305936461082,3.66026266750817,0.000403202909227976,0.0292006782840161,-0.479658063132365
"C14orf149|112849",1.41793036133015,1.74843800814453,3.65944856780217,0.000404334126466839,0.0292006782840161,-0.0586503082905887
"METT5D1|196074",0.814209982168716,3.50146237402799,3.65804149945079,0.000406296389754674,0.0292090168198179,-0.199633349874194
"CCDC87|55231",2.04179945437213,-1.43299885947128,3.65413592595519,0.000411790421572503,0.0294700330660213,-0.171452550659376
